Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[ancestry category]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Characteristics[individual]	assay name	comment[data file]	comment[technical replicate]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	Material Type	factor value[organism part]	sampleChecksum	sampleAccession
PXD013765-Sample 67	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	YDFR	run 133	YDFR-CB_SN_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	133	a9c2646d983ab1d4fea8220f2f5d89d3b3d0d65b979d3bd86925b5e440f6ffa8	SAMEA7712387
PXD013765-Sample 67	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	YDFR	run 134	YDFR-CB_SN_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	134	a9c2646d983ab1d4fea8220f2f5d89d3b3d0d65b979d3bd86925b5e440f6ffa8	SAMEA7712387
PXD013765-Sample 68	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	YDFR	run 135	YDFR-CB_SN_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	135	6a5d30ff2332c0f8e59bb09d4bb0c6ff3d6e8770aa0a6f8fff58ee9b48344d51	SAMEA7712388
PXD013765-Sample 68	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	YDFR	run 136	YDFR-CB_SN_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	136	6a5d30ff2332c0f8e59bb09d4bb0c6ff3d6e8770aa0a6f8fff58ee9b48344d51	SAMEA7712388
PXD013765-Sample 69	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	YDFR	run 137	YDFR-CB_SN_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	137	42719ac31cbb72e730ea16e114f5c7a9f2bca17565976ae550178ac738505ff4	SAMEA7712389
PXD013765-Sample 69	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	YDFR	run 138	YDFR-CB_SN_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	138	42719ac31cbb72e730ea16e114f5c7a9f2bca17565976ae550178ac738505ff4	SAMEA7712389
PXD013765-Sample 70	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	YDFR	run 139	YDFR-C_SN_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	139	3a983ffeab5913b88bf1a0adffc2ece25a9408ee2dd1b25b6950b343c64c1016	SAMEA7712390
PXD013765-Sample 70	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	YDFR	run 140	YDFR-C_SN_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	140	3a983ffeab5913b88bf1a0adffc2ece25a9408ee2dd1b25b6950b343c64c1016	SAMEA7712390
PXD013765-Sample 71	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	YDFR	run 141	YDFR-C_SN_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	141	3a5948342b8b29b8c4356863e89ae60d7ff780b6399f05328979aacf6cd27870	SAMEA7712391
PXD013765-Sample 71	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	YDFR	run 142	YDFR-C_SN_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	142	3a5948342b8b29b8c4356863e89ae60d7ff780b6399f05328979aacf6cd27870	SAMEA7712391
PXD013765-Sample 72	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	YDFR	run 143	YDFR-C_SN_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	143	8b7561c8c071cadbee58cfe935a51009d8bda7bae17897f53fefc00a82ec98c3	SAMEA7712392
PXD013765-Sample 72	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	YDFR	run 144	YDFR-C_SN_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	144	8b7561c8c071cadbee58cfe935a51009d8bda7bae17897f53fefc00a82ec98c3	SAMEA7712392
